0#J#1	6
0#N#1	36
1#J#1	160
1#N#1	34
10#J#1	74
100#J#1	32
1000#J#1	18
100000#N#1	2
11#J#1	10
11#N#1	2
12#J#1	38
12#N#1	6
13#J#1	16
13th#J#1	2
14#J#1	18
14th#J#1	2
15#J#1	40
15_minutes#N#1	12
16#J#1	30
16#N#1	2
17#J#1	12
18#J#1	30
19#J#1	12
19#N#1	2
19th#J#1	8
2#J#1	132
2#N#1	16
20#J#1	36
20th#J#1	4
21#J#1	14
22#J#1	24
22#N#1	2
23#J#1	12
24#J#1	44
25#J#1	32
25th#J#1	2
26#J#1	18
27#J#1	14
29#J#1	8
29#N#1	2
3#J#1	112
3#N#1	12
3-hitter#N#1	2
30#J#1	32
30#N#1	2
30_minutes#N#1	30
4#J#1	62
4#N#1	14
40#J#1	28
5#J#1	70
5#N#1	4
50#J#1	46
500#J#1	10
6#J#1	56
60#J#1	20
7#J#1	12
7#N#1	2
70#J#1	4
8#J#1	30
8#N#1	4
80#J#1	10
9#J#1	14
90#J#1	2
Loading SemCor
a#N#0	14
a#N#1	12
a.m.#N#0	2
a_bit#R#1	34
a_couple_of#J#1	26
a_few#J#1	136
a_fortiori#R#1	2
a_great_deal#R#1	2
a_hundred#J#0	16
a_hundred_thousand#J#0	2
a_hundred_times#R#1	2
a_little#R#1	98
a_lot#R#1	12
a_million#J#0	6
a_people#N#0	4
a_thousand#J#0	12
a_trifle#R#1	4
ab#N#0	2
abandon#V#1	8
abandon#V#3	2
abandon#V#4	4
abandoned#J#1	2
abandonment#N#1	4
abandonment#N#2	2
abasement#N#1	2
abbey#N#1	2
abbot#N#1	4
abbreviated#J#1	2
abdomen#N#1	4
abdominal#J#1	6
abed#R#1	2
aberration#N#1	2
abet#V#1	2
abide_by#V#1	4
abiding#J#1	2
ability#N#1	18
ability#N#2	8
abject#J#1	2
abjection#N#1	2
ablated#J#1	2
ablation#N#1	4
able#J#1	66
able#J#3	4
abnormal#J#1	2
abnormality#N#1	2
abnormally#R#1	2
abo#N#1	4
abo_antibodies#N#1	2
aboard#R#1	2
aboard#R#2	2
abode#N#2	2
abolish#V#1	2
abolition#N#1	2
abolitionist#N#1	4
abortion#N#1	2
abounding#J#1	2
about#R#1	80
about#R#2	8
about#R#3	4
about#R#5	2
above#J#1	22
above#R#1	22
above#R#2	12
above-mentioned#J#1	2
above_all#R#1	6
abraham_lincoln#N#1	4
abreaction#N#1	2
abridgment#N#1	2
abroad#R#1	2
abrupt#J#1	4
abruptly#R#1	10
abscissa#N#1	2
absence#N#1	34
absence#N#2	10
absent#J#1	22
absently#R#1	6
absentminded#J#1	2
absentmindedly#R#1	2
absolute#J#1	12
absolute#J#2	2
absolute#N#1	2
absolutely#R#1	22
absorb#V#1	10
absorb#V#3	2
absorb#V#4	4
absorb#V#6	2
absorb#V#7	2
