path	1490	0.0309687610417
dog	1476	0.0306777793943
bulb	1330	0.0276432565003
battery	1248	0.0259389354229
terminal	829	0.0172302704051
gap	580	0.0120549539625
c	539	0.0112027934238
man	531	0.0110365181967
people	436	0.00906199987529
a	417	0.008667096211
b	402	0.00835533016025
water	341	0.00708748155384
switch	325	0.0067549310997
state	306	0.00636002743541
snow	290	0.00602747698127
grass	282	0.0058612017542
boy	271	0.00563257331698
woman	265	0.00550786689668
girl	261	0.00542472928315
time	250	0.00519610084593
thing	250	0.00519610084593
circuit	247	0.00513374763577
answer	233	0.0048427659884
year	225	0.00467649076133
child	220	0.00457256874441
question	210	0.00436472471058
way	196	0.00407374306321
ball	166	0.00345021096169
field	162	0.00336707334816
mouth	139	0.00288903207033
group	134	0.00278511005342
something	132	0.00274354124665
talk	128	0.00266040363311
problem	125	0.00259805042296
day	125	0.00259805042296
beach	123	0.0025564816162
person	122	0.00253569721281
president	120	0.00249412840604
attack	117	0.00243177519589
government	116	0.00241099079251
voltage	115	0.00239020638913
police	112	0.00232785317897
reason	111	0.00230706877559
world	107	0.00222393116206
word	107	0.00222393116206
death	106	0.00220314675867
lot	105	0.00218236235529
case	104	0.0021615779519
reaction	100	0.00207844033837
bomb	99	0.00205765593499
front	97	0.00201608712822
point	95	0.00197451832145
shirt	95	0.00197451832145
difference	92	0.0019121651113
country	91	0.00189138070792
part	91	0.00189138070792
life	88	0.00182902749777
air	88	0.00182902749777
place	86	0.001787458691
language	85	0.00176667428761
number	84	0.00174588988423
law	82	0.00170432107746
fact	82	0.00170432107746
car	82	0.00170432107746
home	82	0.00170432107746
side	80	0.0016627522707
war	78	0.00162118346393
issue	77	0.00160039906054
stick	77	0.00160039906054
money	76	0.00157961465716
cat	73	0.00151726144701
someone	72	0.00149647704363
kid	70	0.00145490823686
system	69	0.00143412383348
building	69	0.00143412383348
stock	69	0.00143412383348
end	69	0.00143412383348
camera	68	0.00141333943009
book	68	0.00141333943009
bit	67	0.00139255502671
course	66	0.00137177062332
area	66	0.00137177062332
street	66	0.00137177062332
anything	65	0.00135098621994
%	65	0.00135098621994
fire	64	0.00133020181656
order	64	0.00133020181656
story	64	0.00133020181656
arm	64	0.00133020181656
other	64	0.00133020181656
sand	63	0.00130941741317
experience	63	0.00130941741317
toll	62	0.00128863300979
example	61	0.00126784860641
change	61	0.00126784860641
friend	61	0.00126784860641
pool	61	0.00126784860641
anyone	61	0.00126784860641
house	61	0.00126784860641
idea	61	0.00126784860641
peace	61	0.00126784860641
strike	60	0.00124706420302
hand	60	0.00124706420302
x	60	0.00124706420302
mountain	60	0.00124706420302
leader	60	0.00124706420302
rock	59	0.00122627979964
y	59	0.00122627979964
nothing	59	0.00122627979964
job	59	0.00122627979964
plane	58	0.00120549539625
work	58	0.00120549539625
election	58	0.00120549539625
court	58	0.00120549539625
obama	55	0.0011431421861
protest	55	0.0011431421861
tan	54	0.00112235778272
head	54	0.00112235778272
blast	53	0.00110157337934
school	53	0.00110157337934
week	52	0.00108078897595
bike	52	0.00108078897595
article	52	0.00108078897595
party	52	0.00108078897595
collapse	51	0.00106000457257
tree	51	0.00106000457257
month	51	0.00106000457257
force	51	0.00106000457257
oil	51	0.00106000457257
body	51	0.00106000457257
weapon	51	0.00106000457257
z	51	0.00106000457257
burn	50	0.00103922016919
minister	49	0.0010184357658
line	48	0.000997651362418
